pm25,fips,region,longitude,latitude
9.69823633333333,01003,east,-87.881412,30.498001
10.156352,01027,east,-85.802182,33.281261
10.389521,01033,east,-87.650562,34.758781
10.9444463333333,01049,east,-85.968298,34.287627
12.0039576666667,01055,east,-85.991072,33.993749
10.33696,01069,east,-85.390768,31.226359
11.7413435833333,01073,east,-86.815,33.553056
11.2619956666667,01089,east,-86.58637,34.68767
9.51660916666667,01097,east,-88.087526,30.769941
10.4720316363636,01101,east,-86.285278,32.425833
11.235365125,01103,east,-86.976939,34.518735
12.49032,01113,east,-84.99911,32.476781
10.7711523333333,01117,east,-86.821104,33.312927
11.539835,01121,east,-86.349438,33.279747
12.0431508333333,01125,east,-87.484217,33.18935
11.0232756666667,01127,east,-87.2725,33.832778
5.63681894444444,02020,west,-149.824602,61.205861
13.9648151052632,02090,west,-147.722461,64.840672
7.54859922727273,02110,west,-134.567237,58.388497
5.71414058823529,02170,west,-149.031655,61.534163
3.18107383333333,04001,west,-109.434003,35.881974
7.094099,04003,west,-109.539683,31.3492
6.13071566666667,04005,west,-111.652777,35.206111
8.60878668874172,04013,west,-112.14257,33.48385
5.4641025,04015,west,-113.410782,35.540017
5.328475,04019,west,-111.038389,32.322661
11.2851526428571,04021,west,-111.752222,32.877583
12.467529,04023,west,-110.936718,31.337204
4.954688,04025,west,-112.331,34.595
8.91166666666667,04027,west,-114.648905,32.677001
10.6398863333333,05001,west,-91.55896,34.518515
10.436235,05003,west,-91.950377,33.136862
11.1147433333333,05035,west,-90.193141,35.197288
10.7176555,05045,west,-92.427859,35.105193
10.7455226666667,05051,west,-93.000178,34.469441
10.4503506666667,05067,west,-91.189506,35.638169
10.7239586666667,05107,west,-90.586049,34.529766
10.4417366666667,05113,west,-94.226234,34.583699
11.097645,05115,west,-93.10005,35.259775
11.6513733333333,05119,west,-92.281296,34.756189
10.9368445,05131,west,-94.424288,35.389672
10.8870236666667,05139,west,-92.669619,33.220274
10.6965246666667,05143,west,-94.116827,36.1797
10.641453,05145,west,-91.715596,35.24894
9.70079861111111,06001,west,-121.784217,37.687526
12.4461788,06007,west,-121.843286,39.757371
7.15937984,06009,west,-120.681567,38.201852
8.3310512,06011,west,-122.017728,39.202935
8.8291715,06013,west,-122.026154,37.936013
15.9212679724771,06019,west,-119.77319,36.781333
7.4918643,06023,west,-124.1621,40.80178
10.1731023076923,06025,west,-115.484144,32.676186
6.27976176470588,06027,west,-117.871036,36.487823
17.0069669509804,06029,west,-119.015009,35.385574
17.64309332,06031,west,-119.566954,36.10218
5.334515,06033,west,-122.92229,39.0327
12.9129848383234,06037,west,-117.92391,34.1365
9.38790887179487,06045,west,-123.20655,39.15047
16.7342545909091,06047,west,-120.480993,37.308537
6.17497468,06053,west,-121.637182,36.69676
7.3918825,06057,west,-121.056591,39.234331
11.1986075862069,06059,west,-117.93845,33.83062
8.7798792,06061,west,-121.266312,38.745726
11.1726877272727,06063,west,-120.938821,39.937099
12.9275568897638,06065,west,-117.40063,33.94603
10.9952636,06067,west,-121.368014,38.613779
6.00954053846154,06069,west,-121.362121,36.844096
11.0697715,06071,west,-117.69,34.037222
9.12003743548387,06073,west,-117.059075,32.631231
10.5638045769231,06075,west,-122.399044,37.765946
12.9647855714286,06077,west,-121.268523,37.950741
7.91481618309859,06079,west,-120.669861,35.256577
9.22233429411765,06081,west,-122.20337,37.482934
8.11871026470588,06083,west,-119.691218,34.427775
10.5049506052632,06085,west,-121.574684,36.999571
6.33100646153846,06087,west,-121.989328,36.983921
8.3660552,06089,west,-122.382011,40.549985
5.68918366666667,06093,west,-122.633579,41.726892
10.4147978,06095,west,-122.237976,38.102507
8.945043,06097,west,-122.710169,38.443503
15.9917945,06099,west,-120.994622,37.641583
7.89798785714286,06101,west,-121.618549,39.138773
17.6334832,06107,west,-119.291228,36.332179
9.68106946666667,06111,west,-118.870496,34.210154
8.2772052,06113,west,-121.73269,38.66121
8.259188625,08001,west,-104.937438,39.826007
6.5562286,08005,west,-105.019526,39.604399
6.76698833333333,08013,west,-105.100856,40.164576
7.65183955555556,08031,west,-104.987625,39.751184
5.7011586,08035,west,-105.070358,39.534488
4.18589533333333,08039,west,-104.63477,39.231384
6.41422125,08041,west,-104.827739,38.828042
6.6172134,08069,west,-105.079693,40.571288
9.454001,08077,west,-108.561173,39.063798
6.27594,08083,west,-108.592334,37.350054
6.6868,08101,west,-104.612133,38.263058
7.6237515,08123,west,-104.70693,40.414877
9.82177833333333,09001,east,-73.194722,41.170833
8.89481883333333,09003,east,-72.631667,41.784722
7.02987083333333,09005,east,-73.07908,41.64486
10.0728290952381,09009,east,-72.894167,41.291111
8.821875,09011,east,-72.076667,41.524167
10.0837516666667,10001,east,-75.5568,38.986672
11.3972717575758,10003,east,-75.491944,39.761111
10.601664,10005,east,-75.6106,38.6539
11.1714609166667,11001,west,-76.958072,38.895572
7.47790755555556,12001,east,-82.387778,29.706111
9.416823,12005,east,-85.614444,30.144167
7.1026538,12009,east,-80.628611,28.053611
7.00543805263158,12011,east,-80.237586,26.083143
7.40223525,12017,east,-82.7,28.980556
8.47080572727273,12031,east,-81.634167,30.135556
9.31709766666667,12033,east,-87.20355,30.525367
8.19275285714286,12057,east,-82.509722,27.931944
6.81402525,12071,east,-81.877908,26.602016
10.0112032,12073,east,-84.346389,30.439722
7.22329185,12086,east,-80.326389,25.941944
7.34320123076923,12095,east,-81.345556,28.550833
6.24618414102564,12099,east,-80.666667,26.724444
7.86245623076923,12103,east,-82.739875,27.785866
7.7751365,12105,east,-81.972222,28.028889
7.610497375,12111,east,-80.40833,27.448889
6.911681875,12115,east,-82.507222,27.290556
7.735975125,12117,east,-81.310556,28.746111
7.21377333333333,12127,east,-81.0525,29.206667
12.3607962,13021,east,-83.641096,32.777455
10.9672216666667,13051,east,-81.14399,32.092957
11.3089543333333,13059,east,-83.344495,33.918067
12.9210143333333,13063,east,-84.391028,33.609867
12.3806914,13067,east,-84.607407,34.015482
11.989396875,13089,east,-84.29048,33.68797
11.577398,13095,east,-84.100194,31.576917
12.401737625,13115,east,-85.304826,34.263198
12.619078125,13121,east,-84.389708,33.819564
9.773661,13127,east,-81.495881,31.169735
12.1405363333333,13135,east,-84.06901,33.96127
11.1724183333333,13139,east,-83.81217,34.30008
11.453616,13153,east,-83.597907,32.6056
10.1734664,13185,east,-83.294444,30.848056
12.4423627333333,13215,east,-84.980977,32.483543
10.9638056666667,13223,east,-85.04534,33.9285
12.3927911818182,13245,east,-81.991426,33.469164
10.6291143333333,13295,east,-85.30098,34.97889
11.32045,13303,east,-82.80876,32.974881
12.6764072857143,13319,east,-83.333775,32.881829
8.85452892227979,15001,west,-155.11053,19.717562
5.39163370238095,15003,west,-158.088613,21.323745
4.37392694871795,15009,west,-156.446373,20.780997
9.6828875,16001,west,-116.347853,43.600699
4.65856565517241,16005,west,-112.455,42.978333
10.0287429166667,16009,west,-116.57028,47.316667
8.258523,16027,west,-116.562676,43.58031
10.857999,16041,west,-111.809167,42.013333
11.24286225,16059,west,-113.890285,45.181897
12.7902741707317,16079,west,-116.236667,47.536389
9.35373966666667,17001,west,-91.335868,39.915409
11.059005,17019,west,-88.229531,40.123796
11.9404583589744,17031,west,-87.539315,41.687165
10.9013086666667,17043,west,-88.152534,41.771071
11.2698376666667,17065,west,-88.624943,38.082155
10.3368293333333,17083,west,-90.32408,39.110539
10.5814568333333,17089,west,-88.280015,42.050403
9.256495,17097,west,-87.810047,42.467573
10.275219,17099,west,-89.049425,41.293015
10.003862,17111,west,-88.242207,42.221442
10.4695876666667,17113,west,-88.996896,40.518735
11.6319266666667,17115,west,-88.925594,39.866834
13.1822057941176,17119,west,-90.144763,38.700632
11.11607,17143,west,-89.584737,40.697007
10.1047343333333,17157,west,-89.788459,38.176278
9.655263,17161,west,-90.51735,41.514727
11.7751504444444,17163,west,-90.160477,38.612034
11.0390646666667,17167,west,-89.644164,39.831921
10.5051791666667,17197,west,-88.116474,41.526885
10.0347253333333,17201,west,-89.092767,42.263081
13.2222275833333,18003,east,-85.101816,41.094965
13.1263918333333,18019,east,-85.740153,38.277675
11.8311106666667,18035,east,-85.387999,40.201141
12.7167076,18037,east,-86.959031,38.369436
12.7590335555556,18039,east,-85.968372,41.656905
12.764976,18043,east,-85.834167,38.308056
11.577593,18051,east,-87.318789,38.322931
11.4242573333333,18065,east,-85.523455,40.009525
11.6593243333333,18067,east,-86.132879,40.485479
11.7791513333333,18083,east,-87.484733,38.740882
13.0106452666667,18089,east,-87.440843,41.636127
10.6785276666667,18091,east,-86.891216,41.707212
11.5496646363636,18095,east,-85.679952,40.111975
13.9367088962264,18097,east,-86.166464,39.744993
12.1921582916667,18127,east,-87.199248,41.617558
12.11494544,18141,east,-86.207826,41.66346
12.1957166666667,18147,east,-86.983214,38.167523
12.1435651904762,18157,east,-86.8525,40.431639
12.7506098333333,18163,east,-87.567236,37.971727
12.5286913333333,18167,east,-87.401398,39.48615
10.5336378,19013,west,-92.343889,42.493056
11.6825058333333,19045,west,-90.211982,41.823283
10.244444,19055,west,-91.538493,42.600834
10.9412913333333,19103,west,-91.503478,41.657232
11.1236636666667,19111,west,-91.391012,40.400959
10.3895095,19113,west,-91.6793,42.00508
9.284132,19137,west,-95.044951,40.969112
12.2349418571429,19139,west,-91.067957,41.400968
8.75415633333333,19147,west,-94.693518,43.123704
9.62258216666667,19153,west,-93.643118,41.603159
10.8703263333333,19155,west,-95.896124,41.264171
11.92852375,19163,west,-90.587611,41.530011
9.27734666666667,19177,west,-92.006318,40.695078
9.877204,19193,west,-96.387903,42.517968
9.631992,19197,west,-93.655976,42.695391
8.86319433333333,20091,west,-94.687013,38.974457
9.188932,20107,west,-94.731988,38.135882
8.92304066666667,20173,west,-97.297714,37.659334
9.20870166666667,20177,west,-95.711275,39.024265
8.63623466666667,20191,west,-97.366399,37.47689
9.76535792307692,20209,west,-94.635605,39.117219
11.2334636,21013,east,-83.73694,36.60843
11.405537,21019,east,-82.64041,38.45934
12.936532,21029,east,-85.71192,37.98629
11.7408472222222,21037,east,-84.47445,39.021881
9.632266,21043,east,-82.9881,38.23887
11.3133903333333,21047,east,-87.323337,36.91171
12.251379,21059,east,-87.075307,37.780776
11.8825493,21067,east,-84.49761,38.06503
11.0909146666667,21073,east,-84.8385,38.219361
11.7901636,21093,east,-85.852629,37.705612
11.7041668,21101,east,-87.46375,37.8712
13.1847264,21111,east,-85.81566,38.23319
11.7939376666667,21117,east,-84.525,39.0725
11.604687,21145,east,-88.63774,37.06636
10.2793806666667,21151,east,-84.284952,37.738458
11.898906,21183,east,-86.956097,37.319725
10.592,21193,east,-83.20932,37.28329
9.7845467,21195,east,-82.53532,37.4826
11.5065073333333,21227,east,-86.250628,37.035438
10.7825348333333,22017,east,-93.794999,32.471666
8.91025916666667,22019,east,-93.578333,30.227778
10.4622658888889,22033,east,-91.17922,30.46198
9.75628433333333,22047,east,-91.060556,30.217778
9.079453,22051,east,-90.275091,30.043573
9.04711766666667,22055,east,-92.0172,30.274833
9.16439333333333,22073,east,-92.046093,32.509713
8.89871766666667,22079,east,-92.410611,31.177638
10.5499696666667,22087,east,-89.976263,29.94475
9.4451545,22105,east,-90.376944,30.503056
8.52827633333333,22109,east,-90.779967,29.678883
10.75329325,22121,east,-91.213556,30.500643
7.794286,23001,east,-70.214219,44.089406
6.98797145454545,23003,east,-68.322685,47.355332
8.45788333333333,23005,east,-70.256178,43.677994
4.50240566666667,23009,east,-68.2609,44.37705
7.81416733333333,23011,east,-69.786717,44.312319
8.25966366666667,23017,east,-70.546319,44.551419
7.38414666666667,23019,east,-68.769675,44.79886
5.186747,23021,east,-69.591648,45.464876
11.5745553333333,24003,east,-76.627933,39.169533
10.989492,24005,east,-76.631673,39.462029
11.1880729333333,24015,east,-75.860051,39.701444
10.0769146666667,24025,east,-76.296946,39.410191
10.2170106842105,24031,east,-77.106876,39.114313
10.6030914776119,24033,east,-76.93219,38.94121
11.2421132941176,24043,east,-77.720244,39.564178
12.1506369512195,24510,east,-76.582222,39.340556
9.19451933333333,25003,east,-73.254108,42.448009
8.28275466666667,25005,east,-71.169235,41.685707
8.03205455555556,25009,east,-70.970816,42.474642
9.01815466666667,25013,east,-72.555112,42.19438
7.782645,25017,east,-71.362068,42.62668
8.64129616666667,25023,east,-71.014739,42.081936
9.94226366666667,25025,east,-71.097163,42.348873
9.093791,25027,east,-71.798375,42.260102
8.93590533333333,26005,east,-86.148577,42.767786
8.40468533333333,26017,east,-83.890721,43.571391
9.20833766666667,26021,east,-86.309694,42.19779
11.6336744,26033,east,-84.364167,46.493611
9.21951966666667,26049,east,-83.670159,43.047224
9.25362366666667,26065,east,-84.534633,42.738618
10.1471461666667,26077,east,-85.54189,42.278067
10.2316671111111,26081,east,-85.679117,42.956117
9.535325,26091,east,-83.946559,41.995568
9.669258,26099,east,-82.793463,42.731394
6.75836533333333,26101,east,-86.242649,44.307
6.153301,26113,east,-84.891865,44.310555
10.370516,26115,east,-83.471944,41.763889
9.09049966666667,26121,east,-86.23858,43.233061
10.0200566666667,26125,east,-83.183199,42.463063
9.993553,26139,east,-85.852734,42.894451
9.88888633333333,26147,east,-82.456229,42.953336
10.4280265,26161,east,-83.599602,42.240565
10.8198508217054,26163,east,-83.2082,42.22862
4.34172816666667,27021,west,-94.150987,47.159942
9.59318033333333,27037,west,-93.23725,44.73846
9.7783449,27053,west,-93.25892,44.87551
6.9188455,27095,west,-93.75945,46.2053
9.57465333333333,27109,west,-92.450366,43.996908
10.2887646153846,27123,west,-93.01708,44.89926
6.24291216666667,27137,west,-92.536305,47.523355
9.37265066666667,27139,west,-93.512534,44.791437
8.55235566666667,27145,west,-94.13345,45.549839
8.78666666666667,27163,west,-92.78027,45.01876
10.1914543333333,28001,east,-91.390405,31.560752
10.7180813333333,28011,east,-90.723028,33.746056
10.5373836666667,28033,east,-89.98783,34.82166
12.0406446666667,28035,east,-89.287167,31.323639
9.749108,28043,east,-89.792778,33.834444
9.46503733333333,28047,east,-89.049778,30.390369
11.4255025,28049,east,-90.1412,32.385731
9.64066633333333,28059,east,-88.53393,30.378287
12.2182073333333,28067,east,-89.135115,31.688638
11.430023,28075,east,-88.731491,32.364565
11.3192303333333,28081,east,-88.766222,34.264917
10.6288995,28087,east,-88.418567,33.491121
11.0682172777778,29021,west,-94.858584,39.741694
9.68185577777778,29037,west,-94.57997,38.75976
